FISCAL_YEAR,QUARTER,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,PERCENTILE_COMP_50TH,PERCENTILE_COMP_90TH
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Mastectomy,24,120,2.3,4.1
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Mastoidectomy,41,<5,,
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Myringotomy,<5,0,,
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Nasal Surgery,383,127,23.1,43
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Nerve Surgery,<5,8,1.8,8.2
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Other Ear Surgery,5,<5,,
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Other Eye Surgery,11,9,4,4.5
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Other Joint Reconstruction,25,7,28.7,31.7
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Other Orthopaedic Surgery,66,26,13.1,35.9
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Other Urology Surgery,26,28,4,7.6
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Parotidectomy,13,6,10.6,23.6
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Prostate Surgery,13,12,8.1,17
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Rectal Surgery,25,23,4.6,30.5
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Shoulder Surgery,27,12,12,21.3
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Sinus Surgery,88,58,14.9,38.3
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Skin Surgery,22,10,2.7,9.2
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Skin Tumour Removal,24,28,2.9,21.2
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Sphincterotomy,7,<5,,
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Tendon Surgery,6,7,0.7,6.7
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Thyroidectomy,14,17,3.1,11.6
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Tonsillectomy/Adenoidectomy,48,36,28.9,42.7
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Tympanoplasty,116,24,33.4,55
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Uterine Surgery,54,25,7.6,30.8
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Vaginal Repair,79,33,17,42.4
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Vascular Surgery - Other,11,14,6.4,10.4
2025/26,Q2,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Wound/Laceration Care,29,11,4,46
2025/26,Q2,Fraser,Langley Memorial Hospital,Abdominoplasty,<5,0,,
2025/26,Q2,Fraser,Langley Memorial Hospital,All Other Procedures,<5,7,3.1,15.7
2025/26,Q2,Fraser,Langley Memorial Hospital,All Procedures,1919,1390,6.9,26.6
2025/26,Q2,Fraser,Langley Memorial Hospital,Appendectomy,<5,5,6,13.7
2025/26,Q2,Fraser,Langley Memorial Hospital,Bladder Surgery,74,51,4.4,22.6
2025/26,Q2,Fraser,Langley Memorial Hospital,Bowel Resection,9,34,3.2,7.7
2025/26,Q2,Fraser,Langley Memorial Hospital,Breast Biopsy,<5,8,2.5,8
2025/26,Q2,Fraser,Langley Memorial Hospital,Breast Reconstruction,5,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Breast Reduction,113,17,41.7,47.7
2025/26,Q2,Fraser,Langley Memorial Hospital,Cataract Surgery,469,512,4.3,23.7
2025/26,Q2,Fraser,Langley Memorial Hospital,Cholecystectomy,33,40,7.9,16.4
2025/26,Q2,Fraser,Langley Memorial Hospital,Colostomy/Ileostomy,6,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Cyst/Ganglion Removal,<5,6,9.7,21.1
2025/26,Q2,Fraser,Langley Memorial Hospital,D&C and Related Surgery,34,34,5.1,17.7
2025/26,Q2,Fraser,Langley Memorial Hospital,Dental Surgery,28,14,16.9,23
2025/26,Q2,Fraser,Langley Memorial Hospital,Examination Under Anaesthetic,9,7,2.3,2.8
2025/26,Q2,Fraser,Langley Memorial Hospital,Excision Gynecomastia,6,0,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Excision Lesion/Tumour,<5,7,10,20.6
2025/26,Q2,Fraser,Langley Memorial Hospital,Facial Bone Reconstruction,10,8,14.7,23.9
2025/26,Q2,Fraser,Langley Memorial Hospital,Fallopian Tube/Ovarian Surgery,23,12,6.9,18.9
2025/26,Q2,Fraser,Langley Memorial Hospital,Fistula Repair - Non Vascular,<5,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Foot/Ankle Surgery,<5,0,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Fracture Repair,<5,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Hand/Wrist Surgery,<5,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Hernia Repair - Abdominal,145,87,10.7,22.4
2025/26,Q2,Fraser,Langley Memorial Hospital,Hip Replacement,157,63,20.9,33.6
2025/26,Q2,Fraser,Langley Memorial Hospital,Kidney/Bladder Stone Removal,7,5,6.3,14.5
2025/26,Q2,Fraser,Langley Memorial Hospital,Knee - ACL Repair,23,6,9.8,24.4
2025/26,Q2,Fraser,Langley Memorial Hospital,Knee - Meniscectomy,25,29,12.9,30.1
2025/26,Q2,Fraser,Langley Memorial Hospital,Knee Arthroscopy,28,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Knee Replacement,287,100,23.5,39.4
2025/26,Q2,Fraser,Langley Memorial Hospital,Laparoscopy,15,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Ligament Surgery,<5,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Male Reproductive Surgery,8,5,14.4,27.8
2025/26,Q2,Fraser,Langley Memorial Hospital,Myringotomy,<5,6,5.4,16.1
2025/26,Q2,Fraser,Langley Memorial Hospital,Nasal Surgery,11,12,8.5,23
2025/26,Q2,Fraser,Langley Memorial Hospital,Nerve Surgery,<5,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Other Eye Surgery,<5,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Other Joint Reconstruction,8,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Other Orthopaedic Surgery,16,18,8.6,26.3
2025/26,Q2,Fraser,Langley Memorial Hospital,Other Urology Surgery,56,54,5.5,17.9
2025/26,Q2,Fraser,Langley Memorial Hospital,Prostate Surgery,38,32,6.5,17.9
2025/26,Q2,Fraser,Langley Memorial Hospital,Rectal Surgery,7,9,22.3,27.2
2025/26,Q2,Fraser,Langley Memorial Hospital,Shoulder Surgery,63,11,9,19.7
2025/26,Q2,Fraser,Langley Memorial Hospital,Skin Surgery,<5,0,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Skin Tumour Removal,11,10,2.5,14.4
2025/26,Q2,Fraser,Langley Memorial Hospital,Tendon Surgery,<5,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Tonsillectomy/Adenoidectomy,12,13,7.3,23.2
2025/26,Q2,Fraser,Langley Memorial Hospital,Uterine Surgery,130,115,12,33.9
2025/26,Q2,Fraser,Langley Memorial Hospital,Vaginal Repair,10,<5,,
2025/26,Q2,Fraser,Langley Memorial Hospital,Wound/Laceration Care,7,10,5.2,17.5
2025/26,Q2,Fraser,Peace Arch District Hospital,All Other Procedures,7,5,3.7,7.5
2025/26,Q2,Fraser,Peace Arch District Hospital,All Procedures,1720,2002,4.9,19.9
2025/26,Q2,Fraser,Peace Arch District Hospital,Biopsy in OR,<5,<5,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Bladder Surgery,11,45,2.3,4.3
2025/26,Q2,Fraser,Peace Arch District Hospital,Bowel Resection,8,14,2.4,4.5
2025/26,Q2,Fraser,Peace Arch District Hospital,Breast Biopsy,<5,<5,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Breast Reconstruction,10,12,3.1,10.3
2025/26,Q2,Fraser,Peace Arch District Hospital,Breast Reduction,9,11,4.4,49.4
2025/26,Q2,Fraser,Peace Arch District Hospital,Cataract Surgery,654,956,4.6,12.6
2025/26,Q2,Fraser,Peace Arch District Hospital,Cholecystectomy,57,54,4.9,23.8
2025/26,Q2,Fraser,Peace Arch District Hospital,Colostomy/Ileostomy,<5,<5,,
2025/26,Q2,Fraser,Peace Arch District Hospital,D&C and Related Surgery,63,59,3.4,14.9
2025/26,Q2,Fraser,Peace Arch District Hospital,Dental Surgery,<5,<5,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Examination Under Anaesthetic,10,8,15.1,27.9
2025/26,Q2,Fraser,Peace Arch District Hospital,Excision Lesion/Tumour,5,9,5.9,9.3
2025/26,Q2,Fraser,Peace Arch District Hospital,Facial Bone Reconstruction,<5,6,10.6,19
2025/26,Q2,Fraser,Peace Arch District Hospital,Fallopian Tube/Ovarian Surgery,13,32,3.5,12.7
2025/26,Q2,Fraser,Peace Arch District Hospital,Fistula Repair - Non Vascular,<5,<5,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Foot/Ankle Surgery,7,5,11.4,13.2
2025/26,Q2,Fraser,Peace Arch District Hospital,Fracture Repair,<5,6,3.3,9.9
2025/26,Q2,Fraser,Peace Arch District Hospital,Hand/Wrist Surgery,<5,10,3,6.8
2025/26,Q2,Fraser,Peace Arch District Hospital,Hernia Repair - Abdominal,190,137,9.3,29.4
2025/26,Q2,Fraser,Peace Arch District Hospital,Hip Replacement,51,41,12.1,38.1
2025/26,Q2,Fraser,Peace Arch District Hospital,Knee - ACL Repair,<5,<5,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Knee - Meniscectomy,<5,0,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Knee Arthroscopy,11,7,6,13.2
2025/26,Q2,Fraser,Peace Arch District Hospital,Knee Replacement,155,84,15.4,43.9
2025/26,Q2,Fraser,Peace Arch District Hospital,Laparoscopy,16,<5,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Laparotomy,<5,0,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Ligament Surgery,<5,0,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Male Reproductive Surgery,5,15,3.1,14.2
2025/26,Q2,Fraser,Peace Arch District Hospital,Mastectomy,5,<5,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Nasal Surgery,31,18,8.4,15.5
2025/26,Q2,Fraser,Peace Arch District Hospital,Other Ear Surgery,<5,0,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Other Eye Surgery,70,103,2.9,10.5
2025/26,Q2,Fraser,Peace Arch District Hospital,Other Joint Reconstruction,<5,<5,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Other Orthopaedic Surgery,11,18,4.5,11.1
2025/26,Q2,Fraser,Peace Arch District Hospital,Other Urology Surgery,13,44,2.4,5.6
2025/26,Q2,Fraser,Peace Arch District Hospital,Prostate Surgery,12,36,2.9,5.6
2025/26,Q2,Fraser,Peace Arch District Hospital,Rectal Surgery,35,23,5.3,24.3
2025/26,Q2,Fraser,Peace Arch District Hospital,Shoulder Surgery,31,24,7,16.1
2025/26,Q2,Fraser,Peace Arch District Hospital,Skin Surgery,<5,0,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Skin Tumour Removal,26,37,4.6,24.4
2025/26,Q2,Fraser,Peace Arch District Hospital,Sphincterotomy,<5,0,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Tendon Surgery,6,<5,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Tonsillectomy/Adenoidectomy,<5,<5,,
2025/26,Q2,Fraser,Peace Arch District Hospital,Uterine Surgery,129,119,14.9,38.7
2025/26,Q2,Fraser,Peace Arch District Hospital,Vaginal Repair,6,5,8.7,24.8
2025/26,Q2,Fraser,Peace Arch District Hospital,Wound/Laceration Care,20,17,19,30.1
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Abdominoplasty,<5,0,,
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,All Other Procedures,<5,12,2.9,6.6
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,All Procedures,1548,2285,4,15.7
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Appendectomy,<5,5,4.1,7.2
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Bladder Surgery,9,23,2.9,7.3
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Bowel Resection,5,12,2.2,8.4
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Breast Biopsy,8,9,3.1,11.1
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Breast Reduction,8,<5,,
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Cataract Surgery,954,1545,4.3,14.7
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Cholecystectomy,21,29,2.1,6.1
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Colostomy/Ileostomy,<5,<5,,
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Cyst/Ganglion Removal,<5,<5,,
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,D&C and Related Surgery,29,69,3,10.5
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Dental Surgery,45,48,11,26.7
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Examination Under Anaesthetic,<5,7,2.6,15.4
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Excision Gynecomastia,<5,<5,,
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Excision Lesion/Tumour,<5,10,2.4,16.6
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Fallopian Tube/Ovarian Surgery,10,13,2.7,16.1
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Foot/Ankle Surgery,<5,0,,
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Foreign Body Removal Surgery,<5,7,0.6,1.7
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Hernia Repair - Abdominal,65,96,3.9,14.9
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Hip Replacement,49,39,14.7,43.4
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Kidney/Bladder Stone Removal,<5,20,2.4,8.1
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Knee - ACL Repair,<5,7,4.4,6.7
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Knee - Meniscectomy,6,11,2,4.1
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Knee Arthroscopy,<5,0,,
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Knee Replacement,174,51,34,50.3
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Laparoscopy,<5,<5,,
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Male Reproductive Surgery,7,9,5,24
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Mastectomy,<5,8,2.3,4
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Other Eye Surgery,<5,28,2.7,5
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Other Joint Reconstruction,7,<5,,
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Other Orthopaedic Surgery,14,16,2.1,6.2
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Other Urology Surgery,10,27,2.9,9.8
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Prostate Surgery,15,34,3.1,9.2
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Shoulder Surgery,8,23,3.9,6.2
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Skin Surgery,<5,0,,
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Skin Tumour Removal,8,17,3.4,12.4
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Uterine Surgery,45,55,6.6,18
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Vaginal Repair,<5,5,5,10.9
2025/26,Q2,Fraser,Ridge Meadows Hospital and Health Care Centre,Wound/Laceration Care,8,10,2.8,7.4
2025/26,Q2,Fraser,Royal Columbian Hospital,Abdominoplasty,<5,<5,,
2025/26,Q2,Fraser,Royal Columbian Hospital,All Other Procedures,19,82,2.9,10
2025/26,Q2,Fraser,Royal Columbian Hospital,All Procedures,539,1161,3,13.3
2025/26,Q2,Fraser,Royal Columbian Hospital,Aortic Aneurysm Repair,12,29,3.7,14.3
2025/26,Q2,Fraser,Royal Columbian Hospital,Bladder Surgery,18,36,3.4,8.9
2025/26,Q2,Fraser,Royal Columbian Hospital,Bowel Resection,11,25,3,9.2
2025/26,Q2,Fraser,Royal Columbian Hospital,Breast Biopsy,18,69,2.9,7.3
2025/26,Q2,Fraser,Royal Columbian Hospital,Breast Reduction,10,10,27.1,42.5
2025/26,Q2,Fraser,Royal Columbian Hospital,CSF Drainage,<5,<5,,
2025/26,Q2,Fraser,Royal Columbian Hospital,Cholecystectomy,13,13,2.7,6.4
2025/26,Q2,Fraser,Royal Columbian Hospital,Colostomy/Ileostomy,<5,<5,,
2025/26,Q2,Fraser,Royal Columbian Hospital,Cranial Surgery,5,35,2.3,8.8
2025/26,Q2,Fraser,Royal Columbian Hospital,Cyst/Ganglion Removal,<5,8,1.6,3.1
2025/26,Q2,Fraser,Royal Columbian Hospital,D&C and Related Surgery,<5,28,1.9,4.6
2025/26,Q2,Fraser,Royal Columbian Hospital,Dental Surgery,<5,8,1.5,3.2
2025/26,Q2,Fraser,Royal Columbian Hospital,Endarterectomy,5,23,2.6,13.1
2025/26,Q2,Fraser,Royal Columbian Hospital,Examination Under Anaesthetic,<5,13,1,3.8
2025/26,Q2,Fraser,Royal Columbian Hospital,Excision Gynecomastia,<5,0,,
2025/26,Q2,Fraser,Royal Columbian Hospital,Excision Lesion/Tumour,12,36,3.8,14.4
2025/26,Q2,Fraser,Royal Columbian Hospital,Facial Bone Reconstruction,<5,<5,,
2025/26,Q2,Fraser,Royal Columbian Hospital,Fallopian Tube/Ovarian Surgery,<5,6,7.3,19.9
2025/26,Q2,Fraser,Royal Columbian Hospital,Fistula Repair - Non Vascular,<5,<5,,
2025/26,Q2,Fraser,Royal Columbian Hospital,Foot/Ankle Surgery,<5,<5,,
2025/26,Q2,Fraser,Royal Columbian Hospital,Fracture Repair,5,53,0.6,1.1
2025/26,Q2,Fraser,Royal Columbian Hospital,Free Flap Graft,<5,<5,,
2025/26,Q2,Fraser,Royal Columbian Hospital,Hernia Repair - Abdominal,34,48,4.5,17.5
2025/26,Q2,Fraser,Royal Columbian Hospital,Hip Replacement,27,18,10.4,52.7
2025/26,Q2,Fraser,Royal Columbian Hospital,Kidney/Bladder Stone Removal,<5,<5,,
2025/26,Q2,Fraser,Royal Columbian Hospital,Knee - ACL Repair,13,36,5.4,19.7
2025/26,Q2,Fraser,Royal Columbian Hospital,Knee Replacement,37,23,10.9,46.7
2025/26,Q2,Fraser,Royal Columbian Hospital,Male Reproductive Surgery,<5,9,5,11.3
2025/26,Q2,Fraser,Royal Columbian Hospital,Mastectomy,5,9,2.7,7.8
2025/26,Q2,Fraser,Royal Columbian Hospital,Nerve Surgery,<5,12,0.6,3.8
2025/26,Q2,Fraser,Royal Columbian Hospital,Other Joint Reconstruction,13,24,7.6,23.1
2025/26,Q2,Fraser,Royal Columbian Hospital,Other Orthopaedic Surgery,32,27,2.9,18.9
2025/26,Q2,Fraser,Royal Columbian Hospital,Other Urology Surgery,26,38,4.9,8.5
2025/26,Q2,Fraser,Royal Columbian Hospital,Prostate Surgery,11,26,4.9,7.4
2025/26,Q2,Fraser,Royal Columbian Hospital,Rib Resection,<5,<5,,
2025/26,Q2,Fraser,Royal Columbian Hospital,Shoulder Surgery,8,12,3.6,11.9
2025/26,Q2,Fraser,Royal Columbian Hospital,Skin Surgery,<5,9,0.6,2.1
2025/26,Q2,Fraser,Royal Columbian Hospital,Skin Tumour Removal,<5,12,0.6,2.4
2025/26,Q2,Fraser,Royal Columbian Hospital,Spinal/Back Surgery,69,56,2.9,14
2025/26,Q2,Fraser,Royal Columbian Hospital,Tendon Surgery,<5,12,0.6,2
2025/26,Q2,Fraser,Royal Columbian Hospital,Uterine Surgery,54,164,4.3,9.9
2025/26,Q2,Fraser,Royal Columbian Hospital,Varicose Veins Ligation/Stripping,15,16,2.4,44.2
2025/26,Q2,Fraser,Royal Columbian Hospital,Vascular Bypass Graft - Non Cardiac,7,18,2.4,5.6
2025/26,Q2,Fraser,Royal Columbian Hospital,Vascular Surgery - Other,22,62,3.4,8.3
2025/26,Q2,Fraser,Royal Columbian Hospital,Wound/Laceration Care,5,9,1,9.1
2025/26,Q2,Fraser,Surrey Memorial Hospital,All Other Procedures,55,31,2.3,16
2025/26,Q2,Fraser,Surrey Memorial Hospital,All Procedures,3808,2758,4.9,36.3
2025/26,Q2,Fraser,Surrey Memorial Hospital,Appendectomy,<5,6,3.8,10.6
2025/26,Q2,Fraser,Surrey Memorial Hospital,Biopsy in OR,<5,38,1.5,5.2
2025/26,Q2,Fraser,Surrey Memorial Hospital,Bladder Surgery,35,47,4,10.9
2025/26,Q2,Fraser,Surrey Memorial Hospital,Bowel Resection,11,28,2.6,5
2025/26,Q2,Fraser,Surrey Memorial Hospital,Breast Biopsy,5,11,1.1,8.4
2025/26,Q2,Fraser,Surrey Memorial Hospital,Breast Reconstruction,12,6,4.8,12.9
2025/26,Q2,Fraser,Surrey Memorial Hospital,Breast Reduction,13,6,37.1,52.6
2025/26,Q2,Fraser,Surrey Memorial Hospital,Cataract Surgery,462,870,3.9,13
2025/26,Q2,Fraser,Surrey Memorial Hospital,Cholecystectomy,16,33,3.3,11.6
2025/26,Q2,Fraser,Surrey Memorial Hospital,Colostomy/Ileostomy,<5,15,9.1,32.9
2025/26,Q2,Fraser,Surrey Memorial Hospital,Cyst/Ganglion Removal,<5,0,,
2025/26,Q2,Fraser,Surrey Memorial Hospital,D&C and Related Surgery,22,21,3.3,21
2025/26,Q2,Fraser,Surrey Memorial Hospital,Dental Surgery,83,39,16,32.7
2025/26,Q2,Fraser,Surrey Memorial Hospital,Esophagectomy,<5,5,1.1,2.2
2025/26,Q2,Fraser,Surrey Memorial Hospital,Examination Under Anaesthetic,17,10,3.2,12.4
2025/26,Q2,Fraser,Surrey Memorial Hospital,Excision Gynecomastia,<5,0,,
2025/26,Q2,Fraser,Surrey Memorial Hospital,Excision Lesion/Tumour,17,47,3.4,7.8
